213.0,268.0,191.0,263.0,251.0,273.0,247.0,289.0,200.0,285.0,196.0,252.0
229.32801818847656,285.0710754394531,208.3997344970703,272.669189453125,251.31166076660156,268.0043029785156,256.24365234375,290.0750732421875,231.75242614746094,278.0900573730469,217.37176513671875,258.83154296875
243.2287139892578,268.61260986328125,222.75003051757812,268.3518371582031,243.82969665527344,249.66949462890625,269.48187255859375,291.9961242675781,251.17276000976562,265.9215393066406,215.57894897460938,255.24203491210938
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255.3555450439453,268.78399658203125,235.5413818359375,268.2025451660156,296.0,282.0,283.59735107421875,293.23876953125,262.9221496582031,266.332763671875,228.61279296875,255.26388549804688
278.8538818359375,268.7772521972656,258.6075439453125,270.0829162597656,321.09954833984375,284.0030822753906,307.2733154296875,294.8754577636719,295.0224609375,268.5089111328125,250.24725341796875,255.87136840820312
289.9353332519531,270.7254943847656,269.1140441894531,272.0395812988281,325.553955078125,284.2043151855469,316.0395812988281,295.9703674316406,306.76458740234375,270.2599182128906,261.0329895019531,257.341796875
299.20318603515625,272.29876708984375,277.2862854003906,273.14898681640625,331.7792663574219,284.77886962890625,324.92120361328125,297.65509033203125,316.0975646972656,272.099853515625,270.1006164550781,258.44873046875
309.8005676269531,273.1760559082031,287.2062072753906,273.3960266113281,339.6708984375,285.77734375,332.0749206542969,297.99383544921875,320.2150573730469,272.0057678222656,280.298095703125,258.99298095703125
316.4719543457031,271.6897888183594,294.6418762207031,273.4249267578125,347.23895263671875,285.7899475097656,339.3906555175781,298.0037536621094,325.0726623535156,271.5867004394531,287.90936279296875,258.9486389160156
326.4097900390625,273.93231201171875,303.65863037109375,273.1496276855469,355.19000244140625,285.6180419921875,347.2798767089844,297.96356201171875,332.1888122558594,271.6763610839844,295.47528076171875,258.44256591796875
333.21142578125,272.4080810546875,309.6198425292969,271.8159484863281,362.7668762207031,285.503173828125,354.0962219238281,297.71002197265625,338.8935241699219,270.4728698730469,302.3224182128906,257.31884765625
340.7866516113281,272.37518310546875,318.17431640625,269.7179260253906,371.1156311035156,285.6201477050781,359.46624755859375,296.1461181640625,346.412109375,270.410400390625,310.7318115234375,255.16978454589844
347.23974609375,272.2537841796875,325.571044921875,267.95404052734375,375.7645568847656,285.75299072265625,366.05328369140625,295.0951843261719,352.91748046875,270.2125244140625,318.1614685058594,253.2205810546875
353.8715515136719,270.40203857421875,333.0047302246094,265.7430419921875,380.1544494628906,285.3714904785156,370.2914123535156,293.93505859375,358.81915283203125,268.4564514160156,325.55889892578125,251.1992645263672
358.257568359375,270.3966979980469,340.0001525878906,264.0967712402344,381.7972106933594,284.8610534667969,372.6177673339844,293.84283447265625,362.6625061035156,268.4457092285156,331.7268981933594,249.5326385498047
362.6900329589844,270.4549865722656,345.6350402832031,264.03350830078125,383.5461730957031,284.4342346191406,375.1344299316406,293.80902099609375,366.6903381347656,268.4528503417969,336.3262634277344,248.91477966308594
366.7008361816406,270.56146240234375,350.61431884765625,263.97418212890625,385.3377990722656,284.4158935546875,377.4855041503906,293.9792175292969,370.1898498535156,268.51641845703125,341.6676940917969,248.80506896972656
370.838623046875,270.6832275390625,355.5885925292969,263.9173889160156,387.23492431640625,284.382080078125,380.04400634765625,294.2879638671875,373.9029541015625,268.6182861328125,346.326416015625,248.73265075683594
373.6252746582031,271.4149475097656,359.5735168457031,264.0675354003906,389.5386047363281,284.777099609375,382.64984130859375,294.52838134765625,376.602783203125,269.4546203613281,350.5212097167969,248.9219970703125
376.5169372558594,271.9795837402344,363.01275634765625,264.25787353515625,391.064697265625,286.3983459472656,384.16644287109375,295.6662902832031,379.2403259277344,270.20989990234375,354.0484619140625,249.3304443359375
378.36395263671875,272.4472351074219,365.65338134765625,264.85980224609375,392.1748352050781,287.7798767089844,385.6129455566406,296.9415588378906,381.2658386230469,270.8416748046875,356.7457275390625,249.70327758789062
