-5.446152191640461,-22.181136604216064,-86.18775965113227
-6.176755632416461,-28.72891377384728,-111.0865907320002
-0.08593587509193713,-0.8149458341143607,-8.557044540783837
-4.06551959324212,-3.024997765200642,7.0162469980047995
-5.242611933272798,-24.077056668193134,-93.54812131823485
-5.203334037419448,-24.030269875526223,-93.35880969412555
-5.203334037419448,-24.030269875526223,-93.35880969412555
-5.203334037419448,-24.030269875526223,-93.35880969412555
-5.205555997514765,-24.03822895281394,-93.39464787142857
-5.2089721639324695,-24.051209664222352,-93.44996707541978
-5.2089721639324695,-24.051209664222352,-93.44996707541978
-5.219561648920394,-24.106913993372068,-93.65697504494014
-5.22914902378772,-24.12337999307041,-93.7806259950961
-5.229333364422421,-24.12435714129264,-93.78424578235187
-5.230725149170902,-24.125858994241476,-93.84585111324458
-5.230725149170902,-24.125858994241476,-93.84585111324458
-5.233156551249009,-24.134235207591914,-93.88520434129286
-5.237816317111596,-24.161983945267558,-93.99537301875768
-5.237791858411966,-24.16185508498913,-93.99488712897984
-5.230359989003971,-24.10794431165052,-93.81303126623058
-5.230852050492442,-24.160114403871813,-93.99685261651742
-5.230842633465356,-24.16003005737125,-93.99664405587812
-5.231218210715199,-24.160499339014798,-93.99836834837522
-5.231355836772108,-24.16072173966099,-93.99960360236992
-5.231555375220145,-24.16057601327667,-93.9994650515334
-5.231536923739255,-24.160482473470438,-93.99911580449157
-5.23149972279128,-24.160675785980406,-94.00015379655298
-5.222583399680365,-24.143558800097352,-93.91574781617729
-5.222278547955778,-24.141289983751495,-93.90744907808889
-5.220700699032207,-24.132841266839055,-93.87595975613299
-5.220764684668054,-24.132728354045817,-93.87560048771181
-5.220764684668054,-24.132728354045817,-93.87560048771181
-5.221724833630039,-24.14124193705969,-93.90799188957351
-5.219466404371416,-24.09711698987678,-93.77342313709511
-5.215146740919997,-24.087841622874013,-93.7364305333211
-5.203378779701094,-24.099426281482167,-93.80129044940595
-5.206979159911071,-24.103933089435518,-93.8569254845021
-5.208945946472406,-24.114002965950966,-93.90529114160621
-5.123543675007531,-24.173802500816294,-94.36276019277831
-5.103360099298611,-24.178240955380584,-94.63518654560411
-5.162605000965078,-24.526302949617122,-95.8846455076658
-5.386956801493726,-25.101118462610366,-98.67472330839591
-5.490466566768284,-25.988262107378397,-104.4245532970156
-5.263267231809837,-25.470857491362793,-104.97939602258316
-4.495886544393898,-21.78276322695692,-93.27751153260134
-4.584389393980447,-21.2938326060199,-91.81374446482164
-4.577675634459104,-21.74170595062264,-91.28054743500986
-4.3631939885455004,-22.046281901133682,-90.34431438398656
-4.2569604877249,-22.43053908946832,-89.75004626935
-4.366769347751828,-22.809387451814555,-89.95317679189293
-4.41309510626634,-22.8384832269127,-89.10680951049108
-4.4625571659801855,-22.772102431092033,-88.62425438694203
-4.495085974190168,-22.74017916899649,-88.8493217509744
-4.524961960549269,-22.66302815444677,-88.85343947636142
-4.742135889905005,-22.59580072858615,-88.39382588917704
-5.025702478678691,-22.35695711504976,-87.53620984418652
-5.371708296197597,-22.075963190278312,-86.51805435326195
-5.684125021032611,-21.65953186698113,-84.98886629423
-5.979779248923557,-21.413076190009974,-84.17602138790643
-6.3417643433777755,-20.9489936222647,-82.43665856786463
-6.696865563193438,-20.5042460136737,-80.77098616345579
-4.06551959324212,-3.024997765200642,7.0162469980047995
-7.8900993300933395,-22.546242831241816,-88.67015427250608
-9.279255890153308,-22.099677223108174,-90.67827763118808
-10.441770131323683,-22.48916913904172,-94.82768342560789
-11.469136037578483,-22.30536795850858,-95.46336884178413
-12.403291534485414,-21.87380013776531,-94.70260603634412
-13.573417351576856,-22.06032750808164,-95.6567646347738
-13.964049241984398,-20.508147250643876,-89.68847946612475
-0.3024808973278104,-1.0342610673720054,-8.485434246779926
-0.5088241947870504,-0.8265712242983104,-8.494883264355254
-0.36265247452179666,-1.0535803334005656,-8.488352522252523
-17.670333785691497,-21.73991153070791,-97.77734048847212
-18.927756212751728,-22.96994924945512,-103.11475723552196
-19.069218631458856,-23.0241517878593,-102.66685943572287
-19.42485751833645,-23.449910350382506,-103.18555751628057
-19.961892794197837,-24.032412583947707,-104.34458626302681
-20.109948604585394,-24.212723603459402,-104.5845239032464
-20.24421212260731,-24.393357896011167,-105.00498887405145
-20.26981960464068,-24.384716635270195,-104.94169175680169
-20.43825865169432,-24.570542339136885,-105.72786951900711
-20.47854542764363,-24.64512222087029,-105.90256159584447
-20.602032092052593,-24.779247324643038,-106.50818891975747
-20.68673232322544,-24.913754017471984,-107.07187698235892
-20.530058892809237,-24.7220409686604,-106.40565789224142
-20.661769094901143,-24.970915020639186,-107.49426226768308
-20.7956988067485,-25.101213285819714,-108.20490358428289
-20.787408893774057,-25.054740922057146,-108.14393386482203
-21.026456197210827,-25.22571735023603,-109.32554696938367
-21.071358001231573,-25.208985528897674,-109.28434241705557
-21.21971687917533,-25.261316702182707,-108.91135934549422
-21.058963231259533,-24.977310437868457,-107.14533500719176
-20.750976922819106,-24.861669207987205,-104.45774660412484
-20.06377178944276,-24.380736148772147,-99.96300934801504
-19.47951781192715,-24.049953495291984,-95.92875069644634
-18.218688908761248,-22.925038696062014,-88.90997809327413
-17.382122401208168,-22.45200767911164,-84.57225714347031
-16.927124426043097,-22.42204197106603,-82.14076867514503
-16.19348542598025,-21.42557103176892,-76.51590052478815
-4.06551959324212,-3.024997765200642,7.0162469980047995
-17.15052365794167,-22.71224579879284,-80.16872181027902
-15.998566136371892,-21.412517589068642,-73.24872760675363
-15.774088492737652,-20.952627952722107,-71.79667921637456
-39.214592689955616,-52.68507035423965,-180.42937368356746
8.570753509887833,-4.1892685692602925,-1.0870312944022753
15.147881783726183,17.958028926032355,65.46137011374948
14.765977333138105,16.53900301327496,62.7938995351872
14.750210941354046,15.475403819500734,61.69452130810257
-4.06551959324212,-3.024997765200642,7.0162469980047995
-20.31133598850853,-22.450954636827177,-82.67475770606545
-20.23584688533353,-21.190873792866057,-82.99961268341129
-20.424273265724405,-21.157957163657056,-84.08813163094457
-0.9916169143176231,-1.058751105108775,-8.472785401106144
-45.19397837175581,-45.10939396296638,-190.05018029520673
-123.4380894052194,-117.01902125589791,-521.78334759037
-222.11027024284684,-213.81241894319587,-944.3208534539068
-20.871002031405016,-22.801216241128174,-90.13901621577932
-20.634386904668855,-22.690233741014527,-89.79794148439557
-20.576617753832164,-22.755714328915918,-90.07071912430736
-20.765198034352224,-22.958538520711745,-91.0167918323429
-20.87894688888866,-23.088517517815575,-91.63824014813113
-21.09748728602966,-23.246036885704328,-92.90805389112106
-21.23387455411497,-23.34343154927998,-94.16769058290326
-21.461779570064124,-23.284451513765156,-95.46885475423434
-21.682177037423447,-23.198388778629816,-96.64520416882509
-21.815828099142397,-23.03409417233209,-97.47436465852404
-22.014578783681475,-23.048115277051217,-98.90057972243375
-22.213309933956825,-23.000599393538494,-100.06532459757979
-22.53130558261056,-23.22124748652899,-102.20158875075403
-23.087085298629862,-23.620672977089306,-104.70136785399318
-22.889519826362303,-23.45968791074788,-103.98312648547883
-23.045277511656646,-23.887205920092384,-104.87716803296075
-22.74565074074599,-23.71859236843138,-102.5412632530894
-22.771501606745986,-23.838723552748817,-101.59790030016028
-22.805430755129333,-23.867225438855748,-101.3580643313894
-22.727060700400646,-23.984429501362964,-100.27163611120511
-22.655785869061166,-23.83577866497016,-99.03154308004923
-22.550443561027745,-23.556497958135214,-97.46442457584108
-23.024850457187785,-23.47816370406703,-98.06246776070438
-23.035006138105025,-22.758022472954067,-96.98561799371686
-22.82605208101583,-22.02314719456531,-95.83450534343928
-23.38017238878728,-22.750613314144445,-98.4979431965083
-24.00248607575066,-23.478709022745722,-102.32866368992022
-24.63773158283274,-24.419017052571903,-105.56391217587084
-25.609214075179995,-25.614894982420946,-111.10804177879957
-4.06551959324212,-3.024997765200642,7.0162469980047995
-16.691495720935183,-17.668672687038942,-76.42769890010884
-14.998495306101448,-17.756778693977807,-78.4544419579098
2.4772880210781736,1.6568871508447365,8.153285895091884
-2.3656122291588795,-2.0292559893826896,-8.136694086146685
10.90877991360427,14.145646417666612,61.76515197772343
-4.06551959324212,-3.024997765200642,7.0162469980047995
-7.506701197914491,-21.76273971703823,-116.35133776264176
1.1608872146262208,2.0022644139568886,8.219661992151204
0.5614712016244656,2.407646845941217,8.12522968110549
0.5573314670976639,0.6274742319423102,8.799629020145233
2.380871440559404,-16.981870917589802,-77.80090653789054
1.8888524324546476,-17.512575529172565,-78.9864138723936
-4.06551959324212,-3.024997765200642,7.0162469980047995
0.3072445924336459,2.5176648477408867,7.791009192220527
8.089497657502202,-27.837189517712826,-109.16289979075628
7.915958771870884,-26.185759316789508,-99.738487284243
-4.06551959324212,-3.024997765200642,7.0162469980047995
-8.829051239297291,34.6773515532289,132.10561575332045
-9.468420718872261,36.191553902302196,133.62293174275018
-9.371784891602282,35.78180211713369,130.58881749458985
-9.383893655534356,35.55234223997302,128.76185522837417
-9.652837587019182,36.3510794153205,130.63681719741842
-9.790652836524206,36.4681559160546,130.1832546412332
-9.797887270535892,36.569866447027884,129.89669218756305
-0.0762701033134562,1.1113214879231619,8.558895924707674
-9.962499651027457,36.82916309977436,129.80687635823347
-0.14893111300502443,1.0914543353171602,8.56547114640169
-0.08074761373507834,1.1145105333964396,8.556758357225839
-0.13519981885920407,1.0998665901631006,8.592611189291935
-10.36477635567356,36.03931700842866,127.77540545349048
-10.508076490383532,35.82480437307565,127.20864172013562
-10.64430380745629,35.594366056978316,126.71834208460001
-10.726774146668257,35.2462295095819,125.73972034638933
-10.77304867820566,35.09326144786202,125.28104780799167
-10.785603021984786,35.09214355618115,125.23133331947314
-10.826756376351614,35.067801293633934,125.20297574683055
-10.8521098958494,35.00806080852767,124.97150757557263
-10.795418117513565,34.93350186318884,124.8074009668036
-10.750079796460309,34.91864780169728,124.71687488224349
-10.75001862139274,34.91846694385694,124.71619964789389
-10.802601414929024,35.007709027409774,125.15895200334565
-10.828791094222819,35.04792993005424,125.35670573630509
-10.841234240228449,35.013173182411386,125.24746703875701
-10.841446811127312,35.01436346477676,125.25149239246821
-10.84966364447793,35.02689771604387,125.26442412909313
-10.855462273954165,35.03595515938564,125.26878934400983
-10.855892102486958,35.06345561926246,125.34327656450498
-10.853778962101,35.087700421157706,125.4062328091991
-10.88260618355583,35.28574995271207,126.04387533148623
